id,level,task_type,domain,question,serialized_table,prompt,answer,evidence_json,operation,num_evidence_cells,table_json
A-L2-0096,2,same_row_sum,hiking_route,"For Iris, what is Uphill distance plus Downhill distance?","| Downhill distance | Hiker | Uphill distance | Morning distance |
| --- | --- | --- | --- |
| 6.3 km | Lucas | 0.9 km | 2.8 km |
| 4.0 km | Emma | 4.0 km | 12.0 km |
| 6.5 km | Iris | 8.8 km | 3.9 km |
| 3.7 km | Julia | 6.0 km | 10.6 km |","Answer the question using the table. Perform the required calculation and return only the final value with its unit.

Table:
| Downhill distance | Hiker | Uphill distance | Morning distance |
| --- | --- | --- | --- |
| 6.3 km | Lucas | 0.9 km | 2.8 km |
| 4.0 km | Emma | 4.0 km | 12.0 km |
| 6.5 km | Iris | 8.8 km | 3.9 km |
| 3.7 km | Julia | 6.0 km | 10.6 km |

Question: For Iris, what is Uphill distance plus Downhill distance?",15.3 km,"[{""row_index"": 2, ""column_index"": 2, ""row_identifier_column"": ""Hiker"", ""row_identifier_value"": ""Iris"", ""column"": ""Uphill distance"", ""raw_value"": 8.8, ""display_value"": ""8.8 km""}, {""row_index"": 2, ""column_index"": 0, ""row_identifier_column"": ""Hiker"", ""row_identifier_value"": ""Iris"", ""column"": ""Downhill distance"", ""raw_value"": 6.5, ""display_value"": ""6.5 km""}]",add,2,"{""headers"": [""Downhill distance"", ""Hiker"", ""Uphill distance"", ""Morning distance""], ""rows"": [[""6.3 km"", ""Lucas"", ""0.9 km"", ""2.8 km""], [""4.0 km"", ""Emma"", ""4.0 km"", ""12.0 km""], [""6.5 km"", ""Iris"", ""8.8 km"", ""3.9 km""], [""3.7 km"", ""Julia"", ""6.0 km"", ""10.6 km""]]}"
A-L2-0097,2,same_row_difference,basketball_game,Find the absolute difference between Wolves's Paint points and Bench points.,"| Team | Second-half points | First-half points | Paint points | Bench points | Fast-break points | Free-throw points |
| --- | --- | --- | --- | --- | --- | --- |
| Hawks | 36 points | 42 points | 53 points | 30 points | 28 points | 32 points |
| Dragons | 65 points | 29 points | 34 points | 22 points | 11 points | 16 points |
| Wolves | 28 points | 58 points | 21 points | 13 points | 5 points | 21 points |
| Tigers | 65 points | 41 points | 13 points | 6 points | 23 points | 33 points |
| Falcons | 35 points | 43 points | 52 points | 39 points | 23 points | 16 points |
| Comets | 67 points | 22 points | 15 points | 32 points | 23 points | 33 points |","Answer the question using the table. Perform the required calculation and return only the final value with its unit.

Table:
| Team | Second-half points | First-half points | Paint points | Bench points | Fast-break points | Free-throw points |
| --- | --- | --- | --- | --- | --- | --- |
| Hawks | 36 points | 42 points | 53 points | 30 points | 28 points | 32 points |
| Dragons | 65 points | 29 points | 34 points | 22 points | 11 points | 16 points |
| Wolves | 28 points | 58 points | 21 points | 13 points | 5 points | 21 points |
| Tigers | 65 points | 41 points | 13 points | 6 points | 23 points | 33 points |
| Falcons | 35 points | 43 points | 52 points | 39 points | 23 points | 16 points |
| Comets | 67 points | 22 points | 15 points | 32 points | 23 points | 33 points |

Question: Find the absolute difference between Wolves's Paint points and Bench points.",8 points,"[{""row_index"": 2, ""column_index"": 3, ""row_identifier_column"": ""Team"", ""row_identifier_value"": ""Wolves"", ""column"": ""Paint points"", ""raw_value"": 21.0, ""display_value"": ""21 points""}, {""row_index"": 2, ""column_index"": 4, ""row_identifier_column"": ""Team"", ""row_identifier_value"": ""Wolves"", ""column"": ""Bench points"", ""raw_value"": 13.0, ""display_value"": ""13 points""}]",absolute_difference,2,"{""headers"": [""Team"", ""Second-half points"", ""First-half points"", ""Paint points"", ""Bench points"", ""Fast-break points"", ""Free-throw points""], ""rows"": [[""Hawks"", ""36 points"", ""42 points"", ""53 points"", ""30 points"", ""28 points"", ""32 points""], [""Dragons"", ""65 points"", ""29 points"", ""34 points"", ""22 points"", ""11 points"", ""16 points""], [""Wolves"", ""28 points"", ""58 points"", ""21 points"", ""13 points"", ""5 points"", ""21 points""], [""Tigers"", ""65 points"", ""41 points"", ""13 points"", ""6 points"", ""23 points"", ""33 points""], [""Falcons"", ""35 points"", ""43 points"", ""52 points"", ""39 points"", ""23 points"", ""16 points""], [""Comets"", ""67 points"", ""22 points"", ""15 points"", ""32 points"", ""23 points"", ""33 points""]]}"
A-L2-0098,2,same_row_difference,lab_mass_measurements,Find the absolute difference between Sample-B's Material mass and Container mass.,"| Material mass | Container mass | Final mass | Sample |
| --- | --- | --- | --- |
| 256.3 g | 105.4 g | 377.1 g | Sample-B |
| 356.2 g | 44.9 g | 243.4 g | Sample-I |
| 144.2 g | 45.6 g | 307.6 g | Sample-C |
| 239.3 g | 28.1 g | 438.2 g | Sample-F |
| 366.2 g | 35.6 g | 149.5 g | Sample-G |
| 103.5 g | 119.0 g | 213.9 g | Sample-K |","Answer the question using the table. Perform the required calculation and return only the final value with its unit.

Table:
| Material mass | Container mass | Final mass | Sample |
| --- | --- | --- | --- |
| 256.3 g | 105.4 g | 377.1 g | Sample-B |
| 356.2 g | 44.9 g | 243.4 g | Sample-I |
| 144.2 g | 45.6 g | 307.6 g | Sample-C |
| 239.3 g | 28.1 g | 438.2 g | Sample-F |
| 366.2 g | 35.6 g | 149.5 g | Sample-G |
| 103.5 g | 119.0 g | 213.9 g | Sample-K |

Question: Find the absolute difference between Sample-B's Material mass and Container mass.",150.9 g,"[{""row_index"": 0, ""column_index"": 0, ""row_identifier_column"": ""Sample"", ""row_identifier_value"": ""Sample-B"", ""column"": ""Material mass"", ""raw_value"": 256.3, ""display_value"": ""256.3 g""}, {""row_index"": 0, ""column_index"": 1, ""row_identifier_column"": ""Sample"", ""row_identifier_value"": ""Sample-B"", ""column"": ""Container mass"", ""raw_value"": 105.4, ""display_value"": ""105.4 g""}]",absolute_difference,2,"{""headers"": [""Material mass"", ""Container mass"", ""Final mass"", ""Sample""], ""rows"": [[""256.3 g"", ""105.4 g"", ""377.1 g"", ""Sample-B""], [""356.2 g"", ""44.9 g"", ""243.4 g"", ""Sample-I""], [""144.2 g"", ""45.6 g"", ""307.6 g"", ""Sample-C""], [""239.3 g"", ""28.1 g"", ""438.2 g"", ""Sample-F""], [""366.2 g"", ""35.6 g"", ""149.5 g"", ""Sample-G""], [""103.5 g"", ""119.0 g"", ""213.9 g"", ""Sample-K""]]}"
A-L2-0099,2,same_row_difference,hiking_route,How far apart are the Morning distance and Afternoon distance values for David? Return the absolute difference.,"| Afternoon distance | Morning distance | Ridge distance | Hiker |
| --- | --- | --- | --- |
| 8.6 km | 5.0 km | 13.4 km | Maya |
| 17.0 km | 16.5 km | 2.2 km | Iris |
| 7.6 km | 8.4 km | 8.5 km | Julia |
| 3.6 km | 14.4 km | 5.5 km | Ryan |
| 13.5 km | 12.3 km | 12.0 km | Nora |
| 16.2 km | 12.9 km | 2.7 km | David |
| 6.1 km | 17.2 km | 11.0 km | Chris |","Answer the question using the table. Perform the required calculation and return only the final value with its unit.

Table:
| Afternoon distance | Morning distance | Ridge distance | Hiker |
| --- | --- | --- | --- |
| 8.6 km | 5.0 km | 13.4 km | Maya |
| 17.0 km | 16.5 km | 2.2 km | Iris |
| 7.6 km | 8.4 km | 8.5 km | Julia |
| 3.6 km | 14.4 km | 5.5 km | Ryan |
| 13.5 km | 12.3 km | 12.0 km | Nora |
| 16.2 km | 12.9 km | 2.7 km | David |
| 6.1 km | 17.2 km | 11.0 km | Chris |

Question: How far apart are the Morning distance and Afternoon distance values for David? Return the absolute difference.",3.3 km,"[{""row_index"": 5, ""column_index"": 1, ""row_identifier_column"": ""Hiker"", ""row_identifier_value"": ""David"", ""column"": ""Morning distance"", ""raw_value"": 12.9, ""display_value"": ""12.9 km""}, {""row_index"": 5, ""column_index"": 0, ""row_identifier_column"": ""Hiker"", ""row_identifier_value"": ""David"", ""column"": ""Afternoon distance"", ""raw_value"": 16.2, ""display_value"": ""16.2 km""}]",absolute_difference,2,"{""headers"": [""Afternoon distance"", ""Morning distance"", ""Ridge distance"", ""Hiker""], ""rows"": [[""8.6 km"", ""5.0 km"", ""13.4 km"", ""Maya""], [""17.0 km"", ""16.5 km"", ""2.2 km"", ""Iris""], [""7.6 km"", ""8.4 km"", ""8.5 km"", ""Julia""], [""3.6 km"", ""14.4 km"", ""5.5 km"", ""Ryan""], [""13.5 km"", ""12.3 km"", ""12.0 km"", ""Nora""], [""16.2 km"", ""12.9 km"", ""2.7 km"", ""David""], [""6.1 km"", ""17.2 km"", ""11.0 km"", ""Chris""]]}"
A-L2-0100,2,cross_row_difference,race_sector_times,How far apart are Julia and David in Pit-lane time? Return the absolute difference.,"| Driver | Stop time | Penalty time | Sector 1 time | Pit-lane time |
| --- | --- | --- | --- | --- |
| Iris | 6.28 s | 3.19 s | 37.66 s | 34.52 s |
| Maya | 7.09 s | 2.95 s | 37.63 s | 21.47 s |
| Noah | 5.07 s | 6.25 s | 25.83 s | 25.53 s |
| Sam | 5.40 s | 1.47 s | 37.80 s | 21.26 s |
| Oliver | 5.25 s | 4.15 s | 42.93 s | 21.50 s |
| Julia | 6.32 s | 6.48 s | 40.97 s | 31.70 s |
| Sofia | 10.27 s | 2.81 s | 36.01 s | 24.03 s |
| David | 3.34 s | 9.79 s | 39.71 s | 29.90 s |
| Jisoo | 14.33 s | 6.86 s | 42.51 s | 26.80 s |","Answer the question using the table. Perform the required calculation and return only the final value with its unit.

Table:
| Driver | Stop time | Penalty time | Sector 1 time | Pit-lane time |
| --- | --- | --- | --- | --- |
| Iris | 6.28 s | 3.19 s | 37.66 s | 34.52 s |
| Maya | 7.09 s | 2.95 s | 37.63 s | 21.47 s |
| Noah | 5.07 s | 6.25 s | 25.83 s | 25.53 s |
| Sam | 5.40 s | 1.47 s | 37.80 s | 21.26 s |
| Oliver | 5.25 s | 4.15 s | 42.93 s | 21.50 s |
| Julia | 6.32 s | 6.48 s | 40.97 s | 31.70 s |
| Sofia | 10.27 s | 2.81 s | 36.01 s | 24.03 s |
| David | 3.34 s | 9.79 s | 39.71 s | 29.90 s |
| Jisoo | 14.33 s | 6.86 s | 42.51 s | 26.80 s |

Question: How far apart are Julia and David in Pit-lane time? Return the absolute difference.",1.80 s,"[{""row_index"": 5, ""column_index"": 4, ""row_identifier_column"": ""Driver"", ""row_identifier_value"": ""Julia"", ""column"": ""Pit-lane time"", ""raw_value"": 31.7, ""display_value"": ""31.70 s""}, {""row_index"": 7, ""column_index"": 4, ""row_identifier_column"": ""Driver"", ""row_identifier_value"": ""David"", ""column"": ""Pit-lane time"", ""raw_value"": 29.9, ""display_value"": ""29.90 s""}]",absolute_difference,2,"{""headers"": [""Driver"", ""Stop time"", ""Penalty time"", ""Sector 1 time"", ""Pit-lane time""], ""rows"": [[""Iris"", ""6.28 s"", ""3.19 s"", ""37.66 s"", ""34.52 s""], [""Maya"", ""7.09 s"", ""2.95 s"", ""37.63 s"", ""21.47 s""], [""Noah"", ""5.07 s"", ""6.25 s"", ""25.83 s"", ""25.53 s""], [""Sam"", ""5.40 s"", ""1.47 s"", ""37.80 s"", ""21.26 s""], [""Oliver"", ""5.25 s"", ""4.15 s"", ""42.93 s"", ""21.50 s""], [""Julia"", ""6.32 s"", ""6.48 s"", ""40.97 s"", ""31.70 s""], [""Sofia"", ""10.27 s"", ""2.81 s"", ""36.01 s"", ""24.03 s""], [""David"", ""3.34 s"", ""9.79 s"", ""39.71 s"", ""29.90 s""], [""Jisoo"", ""14.33 s"", ""6.86 s"", ""42.51 s"", ""26.80 s""]]}"
A-L2-0101,2,same_row_sum,basketball_game,"For Dragons, what is First-half points plus Second-half points?","| Second-half points | Team | Fast-break points | Bench points | First-half points | Free-throw points |
| --- | --- | --- | --- | --- | --- |
| 61 points | Dragons | 21 points | 31 points | 61 points | 8 points |
| 62 points | Ravens | 6 points | 31 points | 28 points | 8 points |
| 53 points | Cyclones | 15 points | 6 points | 20 points | 21 points |
| 22 points | Panthers | 8 points | 29 points | 21 points | 9 points |
| 51 points | Falcons | 7 points | 9 points | 67 points | 19 points |
| 38 points | Sharks | 25 points | 10 points | 50 points | 34 points |
| 51 points | Bulls | 28 points | 31 points | 42 points | 25 points |
| 59 points | Comets | 16 points | 37 points | 40 points | 7 points |","Answer the question using the table. Perform the required calculation and return only the final value with its unit.

Table:
| Second-half points | Team | Fast-break points | Bench points | First-half points | Free-throw points |
| --- | --- | --- | --- | --- | --- |
| 61 points | Dragons | 21 points | 31 points | 61 points | 8 points |
| 62 points | Ravens | 6 points | 31 points | 28 points | 8 points |
| 53 points | Cyclones | 15 points | 6 points | 20 points | 21 points |
| 22 points | Panthers | 8 points | 29 points | 21 points | 9 points |
| 51 points | Falcons | 7 points | 9 points | 67 points | 19 points |
| 38 points | Sharks | 25 points | 10 points | 50 points | 34 points |
| 51 points | Bulls | 28 points | 31 points | 42 points | 25 points |
| 59 points | Comets | 16 points | 37 points | 40 points | 7 points |

Question: For Dragons, what is First-half points plus Second-half points?",122 points,"[{""row_index"": 0, ""column_index"": 4, ""row_identifier_column"": ""Team"", ""row_identifier_value"": ""Dragons"", ""column"": ""First-half points"", ""raw_value"": 61.0, ""display_value"": ""61 points""}, {""row_index"": 0, ""column_index"": 0, ""row_identifier_column"": ""Team"", ""row_identifier_value"": ""Dragons"", ""column"": ""Second-half points"", ""raw_value"": 61.0, ""display_value"": ""61 points""}]",add,2,"{""headers"": [""Second-half points"", ""Team"", ""Fast-break points"", ""Bench points"", ""First-half points"", ""Free-throw points""], ""rows"": [[""61 points"", ""Dragons"", ""21 points"", ""31 points"", ""61 points"", ""8 points""], [""62 points"", ""Ravens"", ""6 points"", ""31 points"", ""28 points"", ""8 points""], [""53 points"", ""Cyclones"", ""15 points"", ""6 points"", ""20 points"", ""21 points""], [""22 points"", ""Panthers"", ""8 points"", ""29 points"", ""21 points"", ""9 points""], [""51 points"", ""Falcons"", ""7 points"", ""9 points"", ""67 points"", ""19 points""], [""38 points"", ""Sharks"", ""25 points"", ""10 points"", ""50 points"", ""34 points""], [""51 points"", ""Bulls"", ""28 points"", ""31 points"", ""42 points"", ""25 points""], [""59 points"", ""Comets"", ""16 points"", ""37 points"", ""40 points"", ""7 points""]]}"
A-L2-0102,2,same_row_sum,lab_mass_measurements,"For Sample-D, what is Dry mass plus Container mass?","| Sample | Initial mass | Wet mass | Dry mass | Container mass |
| --- | --- | --- | --- | --- |
| Sample-G | 245.0 g | 490.7 g | 213.3 g | 56.7 g |
| Sample-A | 325.0 g | 267.9 g | 33.7 g | 105.2 g |
| Sample-F | 191.0 g | 409.7 g | 77.1 g | 5.5 g |
| Sample-H | 356.1 g | 156.2 g | 140.1 g | 11.4 g |
| Sample-K | 371.3 g | 415.3 g | 157.8 g | 74.2 g |
| Sample-I | 349.6 g | 80.9 g | 21.2 g | 63.0 g |
| Sample-D | 150.5 g | 491.9 g | 143.4 g | 82.7 g |
| Sample-E | 222.5 g | 63.4 g | 170.6 g | 112.2 g |
| Sample-L | 173.2 g | 355.7 g | 227.4 g | 48.3 g |","Answer the question using the table. Perform the required calculation and return only the final value with its unit.

Table:
| Sample | Initial mass | Wet mass | Dry mass | Container mass |
| --- | --- | --- | --- | --- |
| Sample-G | 245.0 g | 490.7 g | 213.3 g | 56.7 g |
| Sample-A | 325.0 g | 267.9 g | 33.7 g | 105.2 g |
| Sample-F | 191.0 g | 409.7 g | 77.1 g | 5.5 g |
| Sample-H | 356.1 g | 156.2 g | 140.1 g | 11.4 g |
| Sample-K | 371.3 g | 415.3 g | 157.8 g | 74.2 g |
| Sample-I | 349.6 g | 80.9 g | 21.2 g | 63.0 g |
| Sample-D | 150.5 g | 491.9 g | 143.4 g | 82.7 g |
| Sample-E | 222.5 g | 63.4 g | 170.6 g | 112.2 g |
| Sample-L | 173.2 g | 355.7 g | 227.4 g | 48.3 g |

Question: For Sample-D, what is Dry mass plus Container mass?",226.1 g,"[{""row_index"": 6, ""column_index"": 3, ""row_identifier_column"": ""Sample"", ""row_identifier_value"": ""Sample-D"", ""column"": ""Dry mass"", ""raw_value"": 143.4, ""display_value"": ""143.4 g""}, {""row_index"": 6, ""column_index"": 4, ""row_identifier_column"": ""Sample"", ""row_identifier_value"": ""Sample-D"", ""column"": ""Container mass"", ""raw_value"": 82.7, ""display_value"": ""82.7 g""}]",add,2,"{""headers"": [""Sample"", ""Initial mass"", ""Wet mass"", ""Dry mass"", ""Container mass""], ""rows"": [[""Sample-G"", ""245.0 g"", ""490.7 g"", ""213.3 g"", ""56.7 g""], [""Sample-A"", ""325.0 g"", ""267.9 g"", ""33.7 g"", ""105.2 g""], [""Sample-F"", ""191.0 g"", ""409.7 g"", ""77.1 g"", ""5.5 g""], [""Sample-H"", ""356.1 g"", ""156.2 g"", ""140.1 g"", ""11.4 g""], [""Sample-K"", ""371.3 g"", ""415.3 g"", ""157.8 g"", ""74.2 g""], [""Sample-I"", ""349.6 g"", ""80.9 g"", ""21.2 g"", ""63.0 g""], [""Sample-D"", ""150.5 g"", ""491.9 g"", ""143.4 g"", ""82.7 g""], [""Sample-E"", ""222.5 g"", ""63.4 g"", ""170.6 g"", ""112.2 g""], [""Sample-L"", ""173.2 g"", ""355.7 g"", ""227.4 g"", ""48.3 g""]]}"
A-L2-0103,2,same_row_sum,quarterly_sales,Add Fairview's Q1 sales and Q2 sales. What is the total?,"| Region | Q1 sales | Retail sales | Online sales | Q2 sales |
| --- | --- | --- | --- | --- |
| Clearwater | 183.5 kUSD | 247.5 kUSD | 243.8 kUSD | 359.2 kUSD |
| Fairview | 446.2 kUSD | 204.5 kUSD | 105.2 kUSD | 107.6 kUSD |
| Hillcrest | 303.0 kUSD | 68.5 kUSD | 170.1 kUSD | 318.7 kUSD |
| Pinehurst | 22.9 kUSD | 266.4 kUSD | 293.1 kUSD | 479.8 kUSD |
| Riverton | 29.0 kUSD | 92.8 kUSD | 113.7 kUSD | 316.1 kUSD |
| Lakeside | 108.4 kUSD | 339.8 kUSD | 45.0 kUSD | 474.9 kUSD |","Answer the question using the table. Perform the required calculation and return only the final value with its unit.

Table:
| Region | Q1 sales | Retail sales | Online sales | Q2 sales |
| --- | --- | --- | --- | --- |
| Clearwater | 183.5 kUSD | 247.5 kUSD | 243.8 kUSD | 359.2 kUSD |
| Fairview | 446.2 kUSD | 204.5 kUSD | 105.2 kUSD | 107.6 kUSD |
| Hillcrest | 303.0 kUSD | 68.5 kUSD | 170.1 kUSD | 318.7 kUSD |
| Pinehurst | 22.9 kUSD | 266.4 kUSD | 293.1 kUSD | 479.8 kUSD |
| Riverton | 29.0 kUSD | 92.8 kUSD | 113.7 kUSD | 316.1 kUSD |
| Lakeside | 108.4 kUSD | 339.8 kUSD | 45.0 kUSD | 474.9 kUSD |

Question: Add Fairview's Q1 sales and Q2 sales. What is the total?",553.8 kUSD,"[{""row_index"": 1, ""column_index"": 1, ""row_identifier_column"": ""Region"", ""row_identifier_value"": ""Fairview"", ""column"": ""Q1 sales"", ""raw_value"": 446.2, ""display_value"": ""446.2 kUSD""}, {""row_index"": 1, ""column_index"": 4, ""row_identifier_column"": ""Region"", ""row_identifier_value"": ""Fairview"", ""column"": ""Q2 sales"", ""raw_value"": 107.6, ""display_value"": ""107.6 kUSD""}]",add,2,"{""headers"": [""Region"", ""Q1 sales"", ""Retail sales"", ""Online sales"", ""Q2 sales""], ""rows"": [[""Clearwater"", ""183.5 kUSD"", ""247.5 kUSD"", ""243.8 kUSD"", ""359.2 kUSD""], [""Fairview"", ""446.2 kUSD"", ""204.5 kUSD"", ""105.2 kUSD"", ""107.6 kUSD""], [""Hillcrest"", ""303.0 kUSD"", ""68.5 kUSD"", ""170.1 kUSD"", ""318.7 kUSD""], [""Pinehurst"", ""22.9 kUSD"", ""266.4 kUSD"", ""293.1 kUSD"", ""479.8 kUSD""], [""Riverton"", ""29.0 kUSD"", ""92.8 kUSD"", ""113.7 kUSD"", ""316.1 kUSD""], [""Lakeside"", ""108.4 kUSD"", ""339.8 kUSD"", ""45.0 kUSD"", ""474.9 kUSD""]]}"
A-L2-0104,2,cross_row_sum,race_sector_times,Add the Penalty time values for Oliver and Ethan. What is the total?,"| Sector 3 time | Sector 2 time | Driver | Sector 1 time | Pit-lane time | Penalty time |
| --- | --- | --- | --- | --- | --- |
| 37.61 s | 40.53 s | Yuna | 39.00 s | 16.26 s | 0.34 s |
| 23.63 s | 35.10 s | Sam | 35.50 s | 23.28 s | 1.91 s |
| 38.24 s | 18.67 s | Oliver | 34.09 s | 15.68 s | 4.10 s |
| 37.19 s | 41.09 s | Ryan | 34.37 s | 33.50 s | 3.43 s |
| 30.10 s | 27.57 s | Lena | 35.44 s | 17.15 s | 4.41 s |
| 25.60 s | 34.71 s | Daniel | 29.93 s | 22.44 s | 4.94 s |
| 22.72 s | 32.83 s | Theo | 31.41 s | 30.83 s | 4.64 s |
| 38.58 s | 28.31 s | Ethan | 29.54 s | 25.89 s | 5.52 s |
| 29.16 s | 31.45 s | Nora | 28.93 s | 14.70 s | 2.43 s |","Answer the question using the table. Perform the required calculation and return only the final value with its unit.

Table:
| Sector 3 time | Sector 2 time | Driver | Sector 1 time | Pit-lane time | Penalty time |
| --- | --- | --- | --- | --- | --- |
| 37.61 s | 40.53 s | Yuna | 39.00 s | 16.26 s | 0.34 s |
| 23.63 s | 35.10 s | Sam | 35.50 s | 23.28 s | 1.91 s |
| 38.24 s | 18.67 s | Oliver | 34.09 s | 15.68 s | 4.10 s |
| 37.19 s | 41.09 s | Ryan | 34.37 s | 33.50 s | 3.43 s |
| 30.10 s | 27.57 s | Lena | 35.44 s | 17.15 s | 4.41 s |
| 25.60 s | 34.71 s | Daniel | 29.93 s | 22.44 s | 4.94 s |
| 22.72 s | 32.83 s | Theo | 31.41 s | 30.83 s | 4.64 s |
| 38.58 s | 28.31 s | Ethan | 29.54 s | 25.89 s | 5.52 s |
| 29.16 s | 31.45 s | Nora | 28.93 s | 14.70 s | 2.43 s |

Question: Add the Penalty time values for Oliver and Ethan. What is the total?",9.62 s,"[{""row_index"": 2, ""column_index"": 5, ""row_identifier_column"": ""Driver"", ""row_identifier_value"": ""Oliver"", ""column"": ""Penalty time"", ""raw_value"": 4.1, ""display_value"": ""4.10 s""}, {""row_index"": 7, ""column_index"": 5, ""row_identifier_column"": ""Driver"", ""row_identifier_value"": ""Ethan"", ""column"": ""Penalty time"", ""raw_value"": 5.52, ""display_value"": ""5.52 s""}]",add,2,"{""headers"": [""Sector 3 time"", ""Sector 2 time"", ""Driver"", ""Sector 1 time"", ""Pit-lane time"", ""Penalty time""], ""rows"": [[""37.61 s"", ""40.53 s"", ""Yuna"", ""39.00 s"", ""16.26 s"", ""0.34 s""], [""23.63 s"", ""35.10 s"", ""Sam"", ""35.50 s"", ""23.28 s"", ""1.91 s""], [""38.24 s"", ""18.67 s"", ""Oliver"", ""34.09 s"", ""15.68 s"", ""4.10 s""], [""37.19 s"", ""41.09 s"", ""Ryan"", ""34.37 s"", ""33.50 s"", ""3.43 s""], [""30.10 s"", ""27.57 s"", ""Lena"", ""35.44 s"", ""17.15 s"", ""4.41 s""], [""25.60 s"", ""34.71 s"", ""Daniel"", ""29.93 s"", ""22.44 s"", ""4.94 s""], [""22.72 s"", ""32.83 s"", ""Theo"", ""31.41 s"", ""30.83 s"", ""4.64 s""], [""38.58 s"", ""28.31 s"", ""Ethan"", ""29.54 s"", ""25.89 s"", ""5.52 s""], [""29.16 s"", ""31.45 s"", ""Nora"", ""28.93 s"", ""14.70 s"", ""2.43 s""]]}"
A-L2-0105,2,cross_row_sum,quarterly_sales,"According to the table, what do Maple and Riverton have in total for Q2 sales?","| Q4 sales | Q1 sales | Region | Online sales | Q3 sales | Retail sales | Q2 sales |
| --- | --- | --- | --- | --- | --- | --- |
| 380.7 kUSD | 382.3 kUSD | Oakridge | 265.8 kUSD | 335.8 kUSD | 184.2 kUSD | 265.1 kUSD |
| 157.7 kUSD | 305.2 kUSD | Riverton | 182.7 kUSD | 275.5 kUSD | 218.4 kUSD | 124.2 kUSD |
| 120.0 kUSD | 234.0 kUSD | Brookfield | 290.0 kUSD | 84.7 kUSD | 58.3 kUSD | 291.3 kUSD |
| 102.7 kUSD | 264.2 kUSD | Maple | 302.3 kUSD | 246.3 kUSD | 322.3 kUSD | 451.1 kUSD |","Answer the question using the table. Perform the required calculation and return only the final value with its unit.

Table:
| Q4 sales | Q1 sales | Region | Online sales | Q3 sales | Retail sales | Q2 sales |
| --- | --- | --- | --- | --- | --- | --- |
| 380.7 kUSD | 382.3 kUSD | Oakridge | 265.8 kUSD | 335.8 kUSD | 184.2 kUSD | 265.1 kUSD |
| 157.7 kUSD | 305.2 kUSD | Riverton | 182.7 kUSD | 275.5 kUSD | 218.4 kUSD | 124.2 kUSD |
| 120.0 kUSD | 234.0 kUSD | Brookfield | 290.0 kUSD | 84.7 kUSD | 58.3 kUSD | 291.3 kUSD |
| 102.7 kUSD | 264.2 kUSD | Maple | 302.3 kUSD | 246.3 kUSD | 322.3 kUSD | 451.1 kUSD |

Question: According to the table, what do Maple and Riverton have in total for Q2 sales?",575.3 kUSD,"[{""row_index"": 3, ""column_index"": 6, ""row_identifier_column"": ""Region"", ""row_identifier_value"": ""Maple"", ""column"": ""Q2 sales"", ""raw_value"": 451.1, ""display_value"": ""451.1 kUSD""}, {""row_index"": 1, ""column_index"": 6, ""row_identifier_column"": ""Region"", ""row_identifier_value"": ""Riverton"", ""column"": ""Q2 sales"", ""raw_value"": 124.2, ""display_value"": ""124.2 kUSD""}]",add,2,"{""headers"": [""Q4 sales"", ""Q1 sales"", ""Region"", ""Online sales"", ""Q3 sales"", ""Retail sales"", ""Q2 sales""], ""rows"": [[""380.7 kUSD"", ""382.3 kUSD"", ""Oakridge"", ""265.8 kUSD"", ""335.8 kUSD"", ""184.2 kUSD"", ""265.1 kUSD""], [""157.7 kUSD"", ""305.2 kUSD"", ""Riverton"", ""182.7 kUSD"", ""275.5 kUSD"", ""218.4 kUSD"", ""124.2 kUSD""], [""120.0 kUSD"", ""234.0 kUSD"", ""Brookfield"", ""290.0 kUSD"", ""84.7 kUSD"", ""58.3 kUSD"", ""291.3 kUSD""], [""102.7 kUSD"", ""264.2 kUSD"", ""Maple"", ""302.3 kUSD"", ""246.3 kUSD"", ""322.3 kUSD"", ""451.1 kUSD""]]}"
