id,level,task_type,question,serialized_table,prompt,answer,operation,evidence_json,metadata_json,table_json
A-L5-0104,5,missing_value_from_average,What is the missing Test 4 score for Sofia?,"| Student | Test 1 | Average | Test 2 | Test 3 | Test 4 |
| --- | --- | --- | --- | --- | --- |
| Sofia | 58 | 58.50 | 40 | 70 | ? |
| Leo | 57 | 78.50 | 84 | 95 | 78 |
| Yuna | 58 | 68.75 | 60 | 89 | 68 |
| Emma | 88 | 80.50 | 73 | 70 | 91 |
| Chris | 94 | 65.50 | 52 | 72 | 44 |
| Noah | 58 | 57.50 | 69 | 48 | 55 |","Answer the question using the table. Perform all required reasoning and return only the final answer.

Table:
| Student | Test 1 | Average | Test 2 | Test 3 | Test 4 |
| --- | --- | --- | --- | --- | --- |
| Sofia | 58 | 58.50 | 40 | 70 | ? |
| Leo | 57 | 78.50 | 84 | 95 | 78 |
| Yuna | 58 | 68.75 | 60 | 89 | 68 |
| Emma | 88 | 80.50 | 73 | 70 | 91 |
| Chris | 94 | 65.50 | 52 | 72 | 44 |
| Noah | 58 | 57.50 | 69 | 48 | 55 |

Question: What is the missing Test 4 score for Sofia?",66,recover_from_average,"{""target_row"": ""Sofia"", ""missing_column"": ""Test 4"", ""known_average"": 58.5, ""visible_scores"": {""Test 1"": 58, ""Test 2"": 40, ""Test 3"": 70}}","{""num_scores"": 4, ""score_columns"": [""Test 1"", ""Test 2"", ""Test 3"", ""Test 4""]}","{""headers"": [""Student"", ""Test 1"", ""Average"", ""Test 2"", ""Test 3"", ""Test 4""], ""rows"": [[""Sofia"", 58, ""58.50"", 40, 70, ""?""], [""Leo"", 57, ""78.50"", 84, 95, 78], [""Yuna"", 58, ""68.75"", 60, 89, 68], [""Emma"", 88, ""80.50"", 73, 70, 91], [""Chris"", 94, ""65.50"", 52, 72, 44], [""Noah"", 58, ""57.50"", 69, 48, 55]]}"
A-L5-0105,5,missing_value_from_total,What value is missing for Sample-I in Part D?,"| Part D | Part A | Part B | Sample | Total | Part C |
| --- | --- | --- | --- | --- | --- |
| 104 | 86 | 110 | Sample-F | 319 | 19 |
| 47 | 103 | 42 | Sample-J | 280 | 88 |
| 60 | 35 | 65 | Sample-K | 205 | 45 |
| ? | 36 | 26 | Sample-I | 153 | 79 |
| 109 | 34 | 17 | Sample-C | 269 | 109 |","Answer the question using the table. Perform all required reasoning and return only the final answer.

Table:
| Part D | Part A | Part B | Sample | Total | Part C |
| --- | --- | --- | --- | --- | --- |
| 104 | 86 | 110 | Sample-F | 319 | 19 |
| 47 | 103 | 42 | Sample-J | 280 | 88 |
| 60 | 35 | 65 | Sample-K | 205 | 45 |
| ? | 36 | 26 | Sample-I | 153 | 79 |
| 109 | 34 | 17 | Sample-C | 269 | 109 |

Question: What value is missing for Sample-I in Part D?",12,recover_from_total,"{""target_row"": ""Sample-I"", ""missing_column"": ""Part D"", ""known_total"": 153, ""visible_components"": {""Part A"": 36, ""Part B"": 26, ""Part C"": 79}}","{""component_columns"": [""Part A"", ""Part B"", ""Part C"", ""Part D""]}","{""headers"": [""Part D"", ""Part A"", ""Part B"", ""Sample"", ""Total"", ""Part C""], ""rows"": [[104, 86, 110, ""Sample-F"", 319, 19], [47, 103, 42, ""Sample-J"", 280, 88], [60, 35, 65, ""Sample-K"", 205, 45], [""?"", 36, 26, ""Sample-I"", 153, 79], [109, 34, 17, ""Sample-C"", 269, 109]]}"
A-L5-0106,5,missing_value_from_average,The Test 2 score for Hana is missing. What value belongs there?,"| Test 1 | Test 3 | Test 2 | Average | Student | Test 4 |
| --- | --- | --- | --- | --- | --- |
| 93 | 57 | 76 | 67.50 | Lucas | 44 |
| 62 | 76 | 51 | 71.00 | Leo | 95 |
| 87 | 80 | ? | 79.00 | Hana | 60 |
| 63 | 66 | 96 | 78.25 | Mina | 88 |
| 61 | 63 | 98 | 70.25 | Emma | 59 |
| 79 | 85 | 80 | 75.00 | Chris | 56 |","Answer the question using the table. Perform all required reasoning and return only the final answer.

Table:
| Test 1 | Test 3 | Test 2 | Average | Student | Test 4 |
| --- | --- | --- | --- | --- | --- |
| 93 | 57 | 76 | 67.50 | Lucas | 44 |
| 62 | 76 | 51 | 71.00 | Leo | 95 |
| 87 | 80 | ? | 79.00 | Hana | 60 |
| 63 | 66 | 96 | 78.25 | Mina | 88 |
| 61 | 63 | 98 | 70.25 | Emma | 59 |
| 79 | 85 | 80 | 75.00 | Chris | 56 |

Question: The Test 2 score for Hana is missing. What value belongs there?",89,recover_from_average,"{""target_row"": ""Hana"", ""missing_column"": ""Test 2"", ""known_average"": 79.0, ""visible_scores"": {""Test 1"": 87, ""Test 3"": 80, ""Test 4"": 60}}","{""num_scores"": 4, ""score_columns"": [""Test 1"", ""Test 2"", ""Test 3"", ""Test 4""]}","{""headers"": [""Test 1"", ""Test 3"", ""Test 2"", ""Average"", ""Student"", ""Test 4""], ""rows"": [[93, 57, 76, ""67.50"", ""Lucas"", 44], [62, 76, 51, ""71.00"", ""Leo"", 95], [87, 80, ""?"", ""79.00"", ""Hana"", 60], [63, 66, 96, ""78.25"", ""Mina"", 88], [61, 63, 98, ""70.25"", ""Emma"", 59], [79, 85, 80, ""75.00"", ""Chris"", 56]]}"
A-L5-0107,5,bayes_posterior,"For Group-J, what is the probability that a person actually has the condition given a positive test?","| Prevalence | Sensitivity | Population | False positive rate |
| --- | --- | --- | --- |
| 30.01% | 96.98% | Group-A | 28.91% |
| 16.07% | 65.03% | Group-J | 12.26% |
| 38.97% | 82.00% | Group-K | 3.34% |
| 16.28% | 87.54% | Group-I | 26.25% |
| 29.24% | 90.80% | Group-H | 12.24% |
| 8.39% | 70.60% | Group-L | 17.23% |","Answer the question using the table. Perform all required reasoning and return only the final answer.

Table:
| Prevalence | Sensitivity | Population | False positive rate |
| --- | --- | --- | --- |
| 30.01% | 96.98% | Group-A | 28.91% |
| 16.07% | 65.03% | Group-J | 12.26% |
| 38.97% | 82.00% | Group-K | 3.34% |
| 16.28% | 87.54% | Group-I | 26.25% |
| 29.24% | 90.80% | Group-H | 12.24% |
| 8.39% | 70.60% | Group-L | 17.23% |

Question: For Group-J, what is the probability that a person actually has the condition given a positive test?",50.38%,bayes_rule,"{""target_row"": ""Group-J"", ""prevalence"": 0.1607174179066725, ""sensitivity"": 0.6503152701784917, ""false_positive_rate"": 0.1226404531326086}","{""formula"": ""sens*prev / (sens*prev + fpr*(1-prev))"", ""answer_digits"": 2}","{""headers"": [""Prevalence"", ""Sensitivity"", ""Population"", ""False positive rate""], ""rows"": [[""30.01%"", ""96.98%"", ""Group-A"", ""28.91%""], [""16.07%"", ""65.03%"", ""Group-J"", ""12.26%""], [""38.97%"", ""82.00%"", ""Group-K"", ""3.34%""], [""16.28%"", ""87.54%"", ""Group-I"", ""26.25%""], [""29.24%"", ""90.80%"", ""Group-H"", ""12.24%""], [""8.39%"", ""70.60%"", ""Group-L"", ""17.23%""]]}"
A-L5-0108,5,missing_value_from_total,The Part A entry for Sample-H is missing. What should it be?,"| Total | Sample | Part D | Part B | Part A | Part C |
| --- | --- | --- | --- | --- | --- |
| 289 | Sample-H | 110 | 47 | ? | 67 |
| 251 | Sample-K | 41 | 91 | 39 | 80 |
| 189 | Sample-I | 24 | 33 | 32 | 100 |
| 250 | Sample-G | 112 | 12 | 25 | 101 |
| 206 | Sample-J | 60 | 98 | 11 | 37 |","Answer the question using the table. Perform all required reasoning and return only the final answer.

Table:
| Total | Sample | Part D | Part B | Part A | Part C |
| --- | --- | --- | --- | --- | --- |
| 289 | Sample-H | 110 | 47 | ? | 67 |
| 251 | Sample-K | 41 | 91 | 39 | 80 |
| 189 | Sample-I | 24 | 33 | 32 | 100 |
| 250 | Sample-G | 112 | 12 | 25 | 101 |
| 206 | Sample-J | 60 | 98 | 11 | 37 |

Question: The Part A entry for Sample-H is missing. What should it be?",65,recover_from_total,"{""target_row"": ""Sample-H"", ""missing_column"": ""Part A"", ""known_total"": 289, ""visible_components"": {""Part B"": 47, ""Part C"": 67, ""Part D"": 110}}","{""component_columns"": [""Part A"", ""Part B"", ""Part C"", ""Part D""]}","{""headers"": [""Total"", ""Sample"", ""Part D"", ""Part B"", ""Part A"", ""Part C""], ""rows"": [[289, ""Sample-H"", 110, 47, ""?"", 67], [251, ""Sample-K"", 41, 91, 39, 80], [189, ""Sample-I"", 24, 33, 32, 100], [250, ""Sample-G"", 112, 12, 25, 101], [206, ""Sample-J"", 60, 98, 11, 37]]}"
A-L5-0109,5,confusion_matrix_metric,What is the F1 score for Vertex?,"| TP | FN | Model | FP | TN |
| --- | --- | --- | --- | --- |
| 57 | 142 | Echo | 18 | 123 |
| 223 | 149 | Vertex | 90 | 170 |
| 44 | 56 | Aurora | 109 | 430 |
| 274 | 118 | Nova | 108 | 402 |","Answer the question using the table. Perform all required reasoning and return only the final answer.

Table:
| TP | FN | Model | FP | TN |
| --- | --- | --- | --- | --- |
| 57 | 142 | Echo | 18 | 123 |
| 223 | 149 | Vertex | 90 | 170 |
| 44 | 56 | Aurora | 109 | 430 |
| 274 | 118 | Nova | 108 | 402 |

Question: What is the F1 score for Vertex?",0.6511,f1_score,"{""target_row"": ""Vertex"", ""TP"": 223, ""FP"": 90, ""FN"": 149, ""TN"": 170}","{""metric"": ""F1 score"", ""answer_digits"": 4}","{""headers"": [""TP"", ""FN"", ""Model"", ""FP"", ""TN""], ""rows"": [[57, 142, ""Echo"", 18, 123], [223, 149, ""Vertex"", 90, 170], [44, 56, ""Aurora"", 109, 430], [274, 118, ""Nova"", 108, 402]]}"
A-L5-0110,5,confusion_matrix_metric,What is the Recall for Zenith?,"| FN | TN | FP | Model | TP |
| --- | --- | --- | --- | --- |
| 43 | 379 | 31 | Atlas | 324 |
| 24 | 177 | 131 | Delta | 207 |
| 80 | 330 | 30 | Nimbus | 297 |
| 78 | 76 | 75 | Echo | 216 |
| 142 | 170 | 144 | Nova | 326 |
| 134 | 427 | 9 | Zenith | 138 |","Answer the question using the table. Perform all required reasoning and return only the final answer.

Table:
| FN | TN | FP | Model | TP |
| --- | --- | --- | --- | --- |
| 43 | 379 | 31 | Atlas | 324 |
| 24 | 177 | 131 | Delta | 207 |
| 80 | 330 | 30 | Nimbus | 297 |
| 78 | 76 | 75 | Echo | 216 |
| 142 | 170 | 144 | Nova | 326 |
| 134 | 427 | 9 | Zenith | 138 |

Question: What is the Recall for Zenith?",0.5074,recall,"{""target_row"": ""Zenith"", ""TP"": 138, ""FP"": 9, ""FN"": 134, ""TN"": 427}","{""metric"": ""Recall"", ""answer_digits"": 4}","{""headers"": [""FN"", ""TN"", ""FP"", ""Model"", ""TP""], ""rows"": [[43, 379, 31, ""Atlas"", 324], [24, 177, 131, ""Delta"", 207], [80, 330, 30, ""Nimbus"", 297], [78, 76, 75, ""Echo"", 216], [142, 170, 144, ""Nova"", 326], [134, 427, 9, ""Zenith"", 138]]}"
A-L5-0111,5,bayes_posterior,"For Group-G, compute the posterior probability of having the condition after a positive test.","| False positive rate | Population | Prevalence | Sensitivity |
| --- | --- | --- | --- |
| 8.53% | Group-F | 27.60% | 89.51% |
| 4.53% | Group-D | 29.44% | 95.98% |
| 24.90% | Group-C | 43.40% | 70.65% |
| 29.32% | Group-H | 43.12% | 71.82% |
| 25.91% | Group-J | 25.93% | 75.29% |
| 21.65% | Group-G | 39.64% | 97.41% |","Answer the question using the table. Perform all required reasoning and return only the final answer.

Table:
| False positive rate | Population | Prevalence | Sensitivity |
| --- | --- | --- | --- |
| 8.53% | Group-F | 27.60% | 89.51% |
| 4.53% | Group-D | 29.44% | 95.98% |
| 24.90% | Group-C | 43.40% | 70.65% |
| 29.32% | Group-H | 43.12% | 71.82% |
| 25.91% | Group-J | 25.93% | 75.29% |
| 21.65% | Group-G | 39.64% | 97.41% |

Question: For Group-G, compute the posterior probability of having the condition after a positive test.",74.71%,bayes_rule,"{""target_row"": ""Group-G"", ""prevalence"": 0.39640028685497275, ""sensitivity"": 0.9740782806938142, ""false_positive_rate"": 0.21649833488825687}","{""formula"": ""sens*prev / (sens*prev + fpr*(1-prev))"", ""answer_digits"": 2}","{""headers"": [""False positive rate"", ""Population"", ""Prevalence"", ""Sensitivity""], ""rows"": [[""8.53%"", ""Group-F"", ""27.60%"", ""89.51%""], [""4.53%"", ""Group-D"", ""29.44%"", ""95.98%""], [""24.90%"", ""Group-C"", ""43.40%"", ""70.65%""], [""29.32%"", ""Group-H"", ""43.12%"", ""71.82%""], [""25.91%"", ""Group-J"", ""25.93%"", ""75.29%""], [""21.65%"", ""Group-G"", ""39.64%"", ""97.41%""]]}"
A-L5-0112,5,physics_derived_quantity,"Using the table values, calculate the kinetic energy of Alex.","| Person | Speed | Mass | Elapsed time | Altitude |
| --- | --- | --- | --- | --- |
| Mina | 31.9 m/s | 78 kg | 47.4 s | 5574 m |
| Sam | 22.1 m/s | 99 kg | 107.2 s | 3407 m |
| Alex | 57.5 m/s | 80 kg | 94.8 s | 5753 m |
| Daniel | 76.2 m/s | 85 kg | 46.0 s | 1517 m |
| Lena | 17.5 m/s | 59 kg | 66.8 s | 7492 m |","Answer the question using the table. Perform all required reasoning and return only the final answer.

Table:
| Person | Speed | Mass | Elapsed time | Altitude |
| --- | --- | --- | --- | --- |
| Mina | 31.9 m/s | 78 kg | 47.4 s | 5574 m |
| Sam | 22.1 m/s | 99 kg | 107.2 s | 3407 m |
| Alex | 57.5 m/s | 80 kg | 94.8 s | 5753 m |
| Daniel | 76.2 m/s | 85 kg | 46.0 s | 1517 m |
| Lena | 17.5 m/s | 59 kg | 66.8 s | 7492 m |

Question: Using the table values, calculate the kinetic energy of Alex.",132250.00 J,kinetic_energy,"{""target_row"": ""Alex"", ""mass_kg"": 80, ""speed_m_s"": 57.5}","{""quantity"": ""Kinetic energy"", ""answer_digits"": 2}","{""headers"": [""Person"", ""Speed"", ""Mass"", ""Elapsed time"", ""Altitude""], ""rows"": [[""Mina"", ""31.9 m/s"", ""78 kg"", ""47.4 s"", ""5574 m""], [""Sam"", ""22.1 m/s"", ""99 kg"", ""107.2 s"", ""3407 m""], [""Alex"", ""57.5 m/s"", ""80 kg"", ""94.8 s"", ""5753 m""], [""Daniel"", ""76.2 m/s"", ""85 kg"", ""46.0 s"", ""1517 m""], [""Lena"", ""17.5 m/s"", ""59 kg"", ""66.8 s"", ""7492 m""]]}"
A-L5-0113,5,missing_value_from_average,What is the missing Test 4 score for Nora?,"| Test 4 | Test 1 | Test 3 | Average | Test 2 | Student |
| --- | --- | --- | --- | --- | --- |
| 42 | 72 | 98 | 71.25 | 73 | Ava |
| ? | 55 | 75 | 81.50 | 98 | Nora |
| 64 | 77 | 100 | 72.75 | 50 | Noah |
| 89 | 84 | 67 | 81.75 | 87 | Yuna |
| 93 | 99 | 91 | 94.75 | 96 | Ethan |
| 74 | 42 | 45 | 64.75 | 98 | Jisoo |","Answer the question using the table. Perform all required reasoning and return only the final answer.

Table:
| Test 4 | Test 1 | Test 3 | Average | Test 2 | Student |
| --- | --- | --- | --- | --- | --- |
| 42 | 72 | 98 | 71.25 | 73 | Ava |
| ? | 55 | 75 | 81.50 | 98 | Nora |
| 64 | 77 | 100 | 72.75 | 50 | Noah |
| 89 | 84 | 67 | 81.75 | 87 | Yuna |
| 93 | 99 | 91 | 94.75 | 96 | Ethan |
| 74 | 42 | 45 | 64.75 | 98 | Jisoo |

Question: What is the missing Test 4 score for Nora?",98,recover_from_average,"{""target_row"": ""Nora"", ""missing_column"": ""Test 4"", ""known_average"": 81.5, ""visible_scores"": {""Test 1"": 55, ""Test 2"": 98, ""Test 3"": 75}}","{""num_scores"": 4, ""score_columns"": [""Test 1"", ""Test 2"", ""Test 3"", ""Test 4""]}","{""headers"": [""Test 4"", ""Test 1"", ""Test 3"", ""Average"", ""Test 2"", ""Student""], ""rows"": [[42, 72, 98, ""71.25"", 73, ""Ava""], [""?"", 55, 75, ""81.50"", 98, ""Nora""], [64, 77, 100, ""72.75"", 50, ""Noah""], [89, 84, 67, ""81.75"", 87, ""Yuna""], [93, 99, 91, ""94.75"", 96, ""Ethan""], [74, 42, 45, ""64.75"", 98, ""Jisoo""]]}"
A-L5-0114,5,bayes_posterior,"Using Bayes' rule, what is P(condition | positive) for Group-K?","| Prevalence | Sensitivity | Population | False positive rate |
| --- | --- | --- | --- |
| 43.42% | 67.99% | Group-L | 9.16% |
| 14.88% | 83.65% | Group-F | 9.65% |
| 25.22% | 85.80% | Group-K | 23.62% |
| 36.99% | 67.15% | Group-E | 5.84% |","Answer the question using the table. Perform all required reasoning and return only the final answer.

Table:
| Prevalence | Sensitivity | Population | False positive rate |
| --- | --- | --- | --- |
| 43.42% | 67.99% | Group-L | 9.16% |
| 14.88% | 83.65% | Group-F | 9.65% |
| 25.22% | 85.80% | Group-K | 23.62% |
| 36.99% | 67.15% | Group-E | 5.84% |

Question: Using Bayes' rule, what is P(condition | positive) for Group-K?",55.06%,bayes_rule,"{""target_row"": ""Group-K"", ""prevalence"": 0.25215604500805183, ""sensitivity"": 0.8579502872045666, ""false_positive_rate"": 0.23615466446487693}","{""formula"": ""sens*prev / (sens*prev + fpr*(1-prev))"", ""answer_digits"": 2}","{""headers"": [""Prevalence"", ""Sensitivity"", ""Population"", ""False positive rate""], ""rows"": [[""43.42%"", ""67.99%"", ""Group-L"", ""9.16%""], [""14.88%"", ""83.65%"", ""Group-F"", ""9.65%""], [""25.22%"", ""85.80%"", ""Group-K"", ""23.62%""], [""36.99%"", ""67.15%"", ""Group-E"", ""5.84%""]]}"
A-L5-0115,5,missing_value_from_total,Recover the hidden Part A value for Sample-K.,"| Sample | Total | Part A | Part D | Part C | Part B |
| --- | --- | --- | --- | --- | --- |
| Sample-E | 296 | 59 | 73 | 114 | 50 |
| Sample-K | 315 | ? | 13 | 116 | 120 |
| Sample-J | 277 | 90 | 75 | 29 | 83 |
| Sample-F | 311 | 117 | 104 | 52 | 38 |
| Sample-C | 223 | 19 | 45 | 109 | 50 |","Answer the question using the table. Perform all required reasoning and return only the final answer.

Table:
| Sample | Total | Part A | Part D | Part C | Part B |
| --- | --- | --- | --- | --- | --- |
| Sample-E | 296 | 59 | 73 | 114 | 50 |
| Sample-K | 315 | ? | 13 | 116 | 120 |
| Sample-J | 277 | 90 | 75 | 29 | 83 |
| Sample-F | 311 | 117 | 104 | 52 | 38 |
| Sample-C | 223 | 19 | 45 | 109 | 50 |

Question: Recover the hidden Part A value for Sample-K.",66,recover_from_total,"{""target_row"": ""Sample-K"", ""missing_column"": ""Part A"", ""known_total"": 315, ""visible_components"": {""Part B"": 120, ""Part C"": 116, ""Part D"": 13}}","{""component_columns"": [""Part A"", ""Part B"", ""Part C"", ""Part D""]}","{""headers"": [""Sample"", ""Total"", ""Part A"", ""Part D"", ""Part C"", ""Part B""], ""rows"": [[""Sample-E"", 296, 59, 73, 114, 50], [""Sample-K"", 315, ""?"", 13, 116, 120], [""Sample-J"", 277, 90, 75, 29, 83], [""Sample-F"", 311, 117, 104, 52, 38], [""Sample-C"", 223, 19, 45, 109, 50]]}"
A-L5-0116,5,missing_value_from_average,What is the missing Test 2 score for Ava?,"| Test 4 | Student | Test 2 | Test 1 | Test 3 | Average |
| --- | --- | --- | --- | --- | --- |
| 94 | Ava | ? | 90 | 81 | 77.75 |
| 48 | Ryan | 71 | 91 | 54 | 66.00 |
| 85 | Julia | 50 | 42 | 58 | 58.75 |
| 64 | Lucas | 86 | 78 | 64 | 73.00 |","Answer the question using the table. Perform all required reasoning and return only the final answer.

Table:
| Test 4 | Student | Test 2 | Test 1 | Test 3 | Average |
| --- | --- | --- | --- | --- | --- |
| 94 | Ava | ? | 90 | 81 | 77.75 |
| 48 | Ryan | 71 | 91 | 54 | 66.00 |
| 85 | Julia | 50 | 42 | 58 | 58.75 |
| 64 | Lucas | 86 | 78 | 64 | 73.00 |

Question: What is the missing Test 2 score for Ava?",46,recover_from_average,"{""target_row"": ""Ava"", ""missing_column"": ""Test 2"", ""known_average"": 77.75, ""visible_scores"": {""Test 1"": 90, ""Test 3"": 81, ""Test 4"": 94}}","{""num_scores"": 4, ""score_columns"": [""Test 1"", ""Test 2"", ""Test 3"", ""Test 4""]}","{""headers"": [""Test 4"", ""Student"", ""Test 2"", ""Test 1"", ""Test 3"", ""Average""], ""rows"": [[94, ""Ava"", ""?"", 90, 81, ""77.75""], [48, ""Ryan"", 71, 91, 54, ""66.00""], [85, ""Julia"", 50, 42, 58, ""58.75""], [64, ""Lucas"", 86, 78, 64, ""73.00""]]}"
A-L5-0117,5,bayes_posterior,"For Group-F, compute the posterior probability of having the condition after a positive test.","| Prevalence | False positive rate | Sensitivity | Population |
| --- | --- | --- | --- |
| 17.27% | 4.12% | 83.57% | Group-L |
| 14.77% | 26.91% | 61.59% | Group-F |
| 14.40% | 17.21% | 63.13% | Group-D |
| 18.76% | 27.79% | 77.17% | Group-I |","Answer the question using the table. Perform all required reasoning and return only the final answer.

Table:
| Prevalence | False positive rate | Sensitivity | Population |
| --- | --- | --- | --- |
| 17.27% | 4.12% | 83.57% | Group-L |
| 14.77% | 26.91% | 61.59% | Group-F |
| 14.40% | 17.21% | 63.13% | Group-D |
| 18.76% | 27.79% | 77.17% | Group-I |

Question: For Group-F, compute the posterior probability of having the condition after a positive test.",28.40%,bayes_rule,"{""target_row"": ""Group-F"", ""prevalence"": 0.14766717591041545, ""sensitivity"": 0.6159415084180129, ""false_positive_rate"": 0.2690850358187057}","{""formula"": ""sens*prev / (sens*prev + fpr*(1-prev))"", ""answer_digits"": 2}","{""headers"": [""Prevalence"", ""False positive rate"", ""Sensitivity"", ""Population""], ""rows"": [[""17.27%"", ""4.12%"", ""83.57%"", ""Group-L""], [""14.77%"", ""26.91%"", ""61.59%"", ""Group-F""], [""14.40%"", ""17.21%"", ""63.13%"", ""Group-D""], [""18.76%"", ""27.79%"", ""77.17%"", ""Group-I""]]}"
A-L5-0118,5,physics_derived_quantity,What is Iris's kinetic energy?,"| Mass | Altitude | Person | Elapsed time | Speed |
| --- | --- | --- | --- | --- |
| 103 kg | 507 m | Iris | 109.9 s | 23.2 m/s |
| 95 kg | 2059 m | Julia | 24.7 s | 42.3 m/s |
| 92 kg | 7665 m | Emma | 115.6 s | 32.5 m/s |
| 89 kg | 6079 m | Daniel | 16.1 s | 64.1 m/s |
| 56 kg | 918 m | Noah | 103.5 s | 19.3 m/s |
| 66 kg | 9838 m | Mina | 85.6 s | 27.7 m/s |","Answer the question using the table. Perform all required reasoning and return only the final answer.

Table:
| Mass | Altitude | Person | Elapsed time | Speed |
| --- | --- | --- | --- | --- |
| 103 kg | 507 m | Iris | 109.9 s | 23.2 m/s |
| 95 kg | 2059 m | Julia | 24.7 s | 42.3 m/s |
| 92 kg | 7665 m | Emma | 115.6 s | 32.5 m/s |
| 89 kg | 6079 m | Daniel | 16.1 s | 64.1 m/s |
| 56 kg | 918 m | Noah | 103.5 s | 19.3 m/s |
| 66 kg | 9838 m | Mina | 85.6 s | 27.7 m/s |

Question: What is Iris's kinetic energy?",27719.36 J,kinetic_energy,"{""target_row"": ""Iris"", ""mass_kg"": 103, ""speed_m_s"": 23.2}","{""quantity"": ""Kinetic energy"", ""answer_digits"": 2}","{""headers"": [""Mass"", ""Altitude"", ""Person"", ""Elapsed time"", ""Speed""], ""rows"": [[""103 kg"", ""507 m"", ""Iris"", ""109.9 s"", ""23.2 m/s""], [""95 kg"", ""2059 m"", ""Julia"", ""24.7 s"", ""42.3 m/s""], [""92 kg"", ""7665 m"", ""Emma"", ""115.6 s"", ""32.5 m/s""], [""89 kg"", ""6079 m"", ""Daniel"", ""16.1 s"", ""64.1 m/s""], [""56 kg"", ""918 m"", ""Noah"", ""103.5 s"", ""19.3 m/s""], [""66 kg"", ""9838 m"", ""Mina"", ""85.6 s"", ""27.7 m/s""]]}"
A-L5-0119,5,missing_value_from_total,The Part B entry for Sample-K is missing. What should it be?,"| Part A | Sample | Part B | Part D | Part C | Total |
| --- | --- | --- | --- | --- | --- |
| 13 | Sample-C | 31 | 11 | 108 | 163 |
| 66 | Sample-B | 88 | 95 | 53 | 302 |
| 68 | Sample-G | 87 | 82 | 91 | 328 |
| 75 | Sample-D | 49 | 101 | 36 | 261 |
| 60 | Sample-K | ? | 110 | 63 | 249 |
| 27 | Sample-A | 62 | 117 | 54 | 260 |
| 90 | Sample-I | 22 | 50 | 116 | 278 |","Answer the question using the table. Perform all required reasoning and return only the final answer.

Table:
| Part A | Sample | Part B | Part D | Part C | Total |
| --- | --- | --- | --- | --- | --- |
| 13 | Sample-C | 31 | 11 | 108 | 163 |
| 66 | Sample-B | 88 | 95 | 53 | 302 |
| 68 | Sample-G | 87 | 82 | 91 | 328 |
| 75 | Sample-D | 49 | 101 | 36 | 261 |
| 60 | Sample-K | ? | 110 | 63 | 249 |
| 27 | Sample-A | 62 | 117 | 54 | 260 |
| 90 | Sample-I | 22 | 50 | 116 | 278 |

Question: The Part B entry for Sample-K is missing. What should it be?",16,recover_from_total,"{""target_row"": ""Sample-K"", ""missing_column"": ""Part B"", ""known_total"": 249, ""visible_components"": {""Part A"": 60, ""Part C"": 63, ""Part D"": 110}}","{""component_columns"": [""Part A"", ""Part B"", ""Part C"", ""Part D""]}","{""headers"": [""Part A"", ""Sample"", ""Part B"", ""Part D"", ""Part C"", ""Total""], ""rows"": [[13, ""Sample-C"", 31, 11, 108, 163], [66, ""Sample-B"", 88, 95, 53, 302], [68, ""Sample-G"", 87, 82, 91, 328], [75, ""Sample-D"", 49, 101, 36, 261], [60, ""Sample-K"", ""?"", 110, 63, 249], [27, ""Sample-A"", 62, 117, 54, 260], [90, ""Sample-I"", 22, 50, 116, 278]]}"
A-L5-0120,5,confusion_matrix_metric,What is the Recall for Zenith?,"| TP | TN | FP | Model | FN |
| --- | --- | --- | --- | --- |
| 320 | 106 | 13 | Zenith | 130 |
| 69 | 340 | 35 | Nimbus | 118 |
| 396 | 496 | 120 | Echo | 144 |
| 187 | 201 | 140 | Atlas | 68 |
| 41 | 250 | 64 | Delta | 106 |
| 133 | 75 | 104 | Nova | 5 |","Answer the question using the table. Perform all required reasoning and return only the final answer.

Table:
| TP | TN | FP | Model | FN |
| --- | --- | --- | --- | --- |
| 320 | 106 | 13 | Zenith | 130 |
| 69 | 340 | 35 | Nimbus | 118 |
| 396 | 496 | 120 | Echo | 144 |
| 187 | 201 | 140 | Atlas | 68 |
| 41 | 250 | 64 | Delta | 106 |
| 133 | 75 | 104 | Nova | 5 |

Question: What is the Recall for Zenith?",0.7111,recall,"{""target_row"": ""Zenith"", ""TP"": 320, ""FP"": 13, ""FN"": 130, ""TN"": 106}","{""metric"": ""Recall"", ""answer_digits"": 4}","{""headers"": [""TP"", ""TN"", ""FP"", ""Model"", ""FN""], ""rows"": [[320, 106, 13, ""Zenith"", 130], [69, 340, 35, ""Nimbus"", 118], [396, 496, 120, ""Echo"", 144], [187, 201, 140, ""Atlas"", 68], [41, 250, 64, ""Delta"", 106], [133, 75, 104, ""Nova"", 5]]}"
